,Topic,Context
251,Chương trình đào tạo Ngôn ngữ Trung Quốc,"Chương trình học gồm 9 học kỳ, mỗi năm 3 học kỳ.  HỌC KỲ   NĂNG LỰC ĐẦU RA Nền tảng   Sinh viên thông thạo kỹ năng đọc hiểu giáo trình Tiếng Anh, học tập và giao tiếp với giảng viên và sinh viên quốc tế.    Học kỳ 1   Sinh viên được học các khía cạnh khác nhau của cách phát âm trong tiếng Anh để sử dụng thực tế, và đạt được kỹ năng Nghe – Nói – Đọc – Viết Tiếng Trung tương đương trình độ HSK2. Đồng thời, được rèn luyện thể chất, phát triển cá nhân toàn diện, có kỹ năng học tập hiệu quả bậc đại học.    Học kỳ 2   Sinh viên được tạo điều kiện phát triển các kỹ năng nghe và ghi chú với tiếng Anh học thuật; đạt được kỹ năng Nghe – Nói – Đọc – Viết Tiếng Trung tương đương trình độ HSK3.    Học kỳ 3   Sinh viên đạt kỹ năng viết các nghiên cứu Đại học và Sau đại học bằng tiếng Anh học thuật; đạt được các kỹ năng Nghe – Nói – Đọc – Viết ở trình độ trung cấp, tương đương HSK3(+) Học kỳ 4   Sinh viên thành thạo kỹ năng Tiếng Anh thương mại và đạt các kỹ năng Nghe – Nói – Đọc – Viết Tiếng Trung ở trình độ trung cấp, tương đương trình độ HSK4.    Học kỳ 5   Sinh viên có khả năng sử dụng thành thạo bản dịch Anh-Việt và Việt-Anh; xử lý hiệu quả các công việc biên soạn trong môi trường giả định; và đạt được các kỹ năng Nghe – Nói – Đọc ở trình độ trung cấp, tương đương HSK4(+).    Học kỳ 6   Sinh viên được làm việc thực tế từ 4 – 8 tháng tại các doanh nghiệp đầu ngành như FPT Software, FPT Retail, FPT Telecom, VnExpress, TPBank… và hơn 300 doanh nghiệp là đối tác của Tập đoàn FPT trên toàn thế giới.    Học kỳ 7   Sinh viên nắm được cách áp dụng các kỹ thuật dịch thuật trong việc xử lý dịch song ngữ các loại văn bản, biểu mẫu, tài liệu kinh doanh; tin, tài liệu kỹ thuật; tài liệu văn hóa xã hội. Đồng thời, được trang bị kinh nghiệm xử lý các vấn đề phiên dịch ở cấp độ nâng cao, có khả năng làm việc trong các môi trường phiên dịch khác nhau. Học kỳ 8   Sinh viên được trang bị kiến thức về khởi nghiệp; kiến thức làm việc về quản lý dự án thực tế và kiến thức thực hiện nghiên cứu khoa học bằng Tiếng Anh.    Học kỳ 9   Sinh viên thực hiện đồ án từ các đợt đặt hàng của doanh nghiệp, tự tin làm việc tại các cường quốc trên thế giới."
252,Thủ tục đình chỉ/đặt chỗ học lại?,"Sinh viên học chuyên ngành có thể làm thủ tục bảo lưu kỳ học đi để đăng ký học lại các học phần chưa đạt. Thời hạn đăng ký: Theo thông báo của phòng Quản lý Đào tạo có trong kế hoạch học tập thông báo đến sinh viên vào đầu kỳ. Thông thường sinh viên có thể làm thủ tục này trước khi bắt đầu học kỳ mới 3 tuần và kết thúc muộn nhất trước khi bắt đầu học kỳ mới 1 tuần. Lưu ý: - Sau khi hoàn tất thủ tục tạm hoãn tiến độ 1 học kỳ để học lại, sinh viên bắt buộc phải đăng ký học lại ít nhất 1 môn; trong trường hợp các môn học lại không mở lớp hoặc đã full, sinh viên cần đăng ký vào danh sách chờ (wishlist) để được xếp lớp học trong lần mở lớp gần nhất. - Sinh viên nợ môn không đủ điều kiện chuyển giai đoạn thì sẽ thuộc diện tạm ngưng bắt buộc để học lại và không cần phải làm thủ tục tạm ngưng để học lại."
253,Làm thế nào để nộp đơn xin học lại?,"Sinh viên có thể đăng ký học lại những môn chưa đạt vào đầu mỗi học kỳ để học song song cùng các môn học đi hoặc đăng ký học vào Block 5 của mỗi học kỳ. Thời gian đăng ký cụ thể theo thông báo của phòng Đào tạo. Sinh viên đăng ký học lại sớm (ngay trong Block 5 của kỳ, hoặc ngay trong kỳ tiếp theo) sẽ được hỗ trợ học phí 50% so với biểu phí môn.  Cách thức đăng ký:  - Trước tiên sinh viên cần có đủ số dư tương đương với phí học lại trong tài khoản FAP  - Đăng nhập fap.fpt.edu.vn => Thủ tục/đơn từ => Đăng ký học lại "
254,Thủ tục bảo lưu/ đình chỉ 1 học kỳ?,"Bảo lưu/tạm ngừng hay tạm nghỉ 1 học kỳ là tình trạng sinh viên không tham gia học bất kỳ học phần nào trong học kỳ. Sinh viên chỉ được phép bảo lưu/tạm ngừng học kỳ sau khi đã tham gia học tối thiểu 1 học kỳ tại Trường. Thủ tục bảo lưu chỉ có hiệu lực trong 1 học kỳ, và sinh viên không được bảo lưu quá 2 học kỳ liên tiếp.  Thời hạn đăng ký: Theo thông báo của phòng Quản lý Đào tạo có trong kế hoạch học tập thông báo đến sinh viên vào đầu kỳ. Thông thường có thể làm thủ tục bảo lưu/tạm ngừng online trước khi học kỳ mới bắt đầu 3 tuần và kết thúc muộn nhất 1 tuần trước khi bắt đầu học kỳ mới.  Cách thức đăng ký: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => 2. Suspend one semester/Xin tạm nghỉ 1 học kỳ"
255,Làm thế nào để đăng ký một khóa học tiếng Anh Pre-School?,"Thời hạn làm thủ tục: Trước khi bắt đầu học phần Tiếng Anh 3 ngày hoặc theo thông báo riêng từ phòng Đào tạo Hiệu lực bảo lưu: Trong vòng 2 tháng, tương đương với thời gian học 1 level Tiếng Anh Cách thức đăng ký: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Các loại đơn khác: Trình bày nguyện vọng => Send.  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 ngày làm việc."
256,Làm thế nào để đăng ký các khóa học bị trì hoãn?,"Môn chậm kỳ là những môn mà trước đó sinh viên đã được xếp lịch học tuy nhiên vì lý do nào đó mà đã bảo lưu hoặc chưa được học do vướng môn điều kiện. Sinh viên có thể đăng ký học môn chậm kỳ vào đầu mỗi học kỳ để học song song cùng các môn học đi đúng kỳ hoặc đăng ký học vào Block 5 của mỗi học kỳ mà không phải nộp thêm khoản phí nào, thời gian đăng ký cụ thể theo thông báo của phòng Đào tạo. Cách thức đăng ký: - Đăng nhập fap.fpt.edu.vn => Thủ tục/đơn từ => Đăng ký môn học đi chậm kỳ."
257,Thủ tục chuyển lớp?,Sinh viên được quyền chuyển lớp online trong thời gian theo thông báo của phòng Đào tạo (có trong kế hoạch học tập kỳ). Thủ tục chuyển lớp chỉ có thể thực hiện được nếu như lớp dự định chuyển đến chưa full và không trùng lịch học với những môn học khác Cách thức như sau: Truy cập fap.fpt.edu.vn mục Thủ tục/đơn từ => Xin chuyển lớp *Lưu ý: Không áp dụng chuyển lớp với những môn đăng ký học lại do sinh viên đã có quyền lựa chọn lớp học khi thao tác đăng ký.
258,"Học sinh có thể học đi học lại nhiều lần, học chậm trong các giai đoạn song song?","Mỗi sinh viên có thể đăng ký học đi và học lại, học chậm kỳ song song. Lịch học đi do Phòng Đào tạo sắp xếp, lịch học lại hoặc học chậm kỳ là do sinh viên tự chủ động đăng ký sao cho các lớp học không bị trùng lịch, đồng thời đảm bảo không đăng ký vượt quá 7 môn/kỳ.  Trong một số trường hợp, sinh viên có thể đăng ký học song song Tiếng Anh dự bị level 6 và chuyên ngành, khi đó sinh viên sẽ phải nộp cả học phí chuyên ngành và học phí Tiếng Anh."
259,Học sinh được phép học bao nhiêu môn trong một học kỳ?,"Số lượng môn sinh viên được phép học là không quá 1,5 lần số môn trong kỳ, tương đương với không quá 7 môn (không bao gồm các môn học trong Block 5)."
260,Một sinh viên không đủ điều kiện để đi đến OJT có cần phải đặt chỗ để học lại không?,"Sinh viên không đạt đủ 90% tổng số tín chỉ của các học học phần chuyên ngành (không bao gồm GDQP, Giáo dục thể chất..) sẽ không đủ điều kiện đi OJT và được đưa vào diện tạm ngưng bắt buộc mà không cần làm thủ tục tạm hoãn tiến độ một học kỳ để học lại. Sinh viên sẽ không phải nộp học phí của kỳ tiếp theo mà sẽ phải nộp phí học lại và đăng ký học lại ít nhất 1 môn. Trường hợp sinh viên thuộc diện tạm ngưng bắt buộc nhưng không đăng ký học lại sẽ bị đưa vào danh sách thôi học."
261,"Sau khi đăng ký lại, sinh viên có được phép hủy đăng ký không?","Sau khi hoàn thành việc đăng ký học lại, sinh viên được phép hủy đăng ký trong thời gian quy định, tuy nhiên sẽ chỉ được hoàn lại 50% phí học lại.  Cách thức đăng ký hủy học lại: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Cancel registration/Hủy đăng ký học"
262,Có được phép thay đổi các môn tự chọn thất bại không?,"Sinh viên được phép đổi môn học tự chọn đã fail trước đó bằng cách nộp phí học lại môn thay thế (phí học lại theo quy định tài chính), đồng thời làm đơn trên FAP. Cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Các loại đơn khác: Trình bày nguyện vọng muốn đăng ký môn học tự chọn thay thế => Send. Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 ngày làm việc."
263,Khi nào sinh viên được miễn tham dự?,"Sinh viên được miễn điểm danh khi đáp ứng được các điều kiện sau đây:  + Sau giai đoạn OJT (Sau kỳ 6 chuyên ngành trở đi)  + Có hợp đồng lao động full time với công ty có tư cách pháp nhân; thời hạn trên hợp đồng phải kéo dài toàn bộ học kỳ  + Tùy theo từng trường hợp phòng Quản lý đào tạo sẽ yêu cầu thêm 1 số giấy tờ bổ sung khác Thời gian làm thủ tục xin miễn điểm danh theo thông báo của phòng Đào tạo  Cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đề nghị miễn điểm danh: Tải template => Giải nén => Chọn mẫu đơn 3 chấm => Điền thông tin vào đơn, đồng thời dán trực tiếp ảnh chụp hợp đồng lao động (tất cả các mặt) và giấy tờ khác (nếu có) => Đính kèm file => Send.  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2-4 ngày làm việc."
264,Quyền và trách nhiệm của học sinh khi họ được miễn tham dự là gì?,Quyền lợi: Không bị áp yêu cầu tham gia tối thiểu 80% số buổi để xét điều kiện thi cuối kỳ  Trách nhiệm: Sinh viên cần trao đổi với giảng viên về những buổi học cần phải có mặt trên lớp để đảm bảo kiến thức và các đầu điểm thành phần.
265,Làm thế nào để đối phó với tham dự xấu?,"- Với các môn học LUK: làm đơn khiếu nại điểm danh trên FAP trong vòng 2 ngày kể từ ngày diễn ra buổi học, cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đơn đề nghị kiểm tra trạng thái điểm danh LUK: Trình bày chi tiết thông tin buổi học bị điểm danh nhầm và các minh chứng (nếu có) => Send. Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 ngày làm việc.   - Với các môn học không báo gồm LUK: Báo ngay với giảng viên trước 24h trong ngày diễn ra buổi học. Trường hợp đã báo cáo đúng thời hạn nhưng vẫn không được thay đổi, sinh viên có thể làm đơn khiếu nại điểm danh để được Nhà trường hỗ trợ xử lý, cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đơn khiếu nại điểm danh: Trình bày nội dung cần khiếu nại => Send. Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 ngày làm việc."
266,"Học sinh đã bỏ lỡ 20% số buổi học, sau đó gặp các trường hợp bất khả kháng bỏ lỡ nhiều hơn 1 buổi học thì có đủ điều kiện dự thi cuối kỳ không?","- Không. Theo quy định, mỗi sinh viên có 20% số buổi là để sử dụng các trường hợp bất khả kháng không thể tham gia buổi học, do đó sinh viên nên để dành 20% này để dự phòng cho các trường hợp thực sự cần thiết."
267,Tôi nên làm gì nếu tôi muốn làm một ứng dụng cho một vấn đề mà không có trong danh sách các hình thức?,"Cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Các loại đơn khác => Trình bày nội dung vào đơn => Send.  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 ngày làm việc."
268,Các điều kiện để đi đến OJT là gì?,Sinh viên hoàn thành tối thiểu 90% tổng số tín chỉ các môn học theo khung chương trình từ kỳ 1 đến kỳ 5 chuyên ngành.
269,Có bắt buộc sinh viên phải tham dự OJT tại trường không?,"Sinh viên không bắt buộc phải đi OJT theo đơn vị Nhà trường giới thiệu mà có thể tự liên hệ đơn vị OJT, tuy nhiên các đơn vị này cần phải được Nhà trường thẩm định đạt yêu cầu."
270,Điểm OJT có được tính vào điểm trung bình không?,Điểm đánh giá OJT chỉ sử dụng để xét qua môn chứ không tính vào điểm GPA.
271,"Học sinh đã học các môn học tương tự ở trường khác, vậy những môn học này có được công nhận tại Đại học FPT không?","Ngoài một số môn học không được phép chuyển đổi (Khóa luận tốt nghiệp, Rèn luyện tập trung, Giáo dục thể chất), sinh viên có thể làm đơn để được Nhà trường xem xét chuyển đổi các môn học đã học tại các cơ sở đào tạo khác, tuy nhiên số tính chỉ được công nhận tối đa từ trường khác sang ĐH FPT là 50% so với tổng số tín chỉ cần đạt theo khung chương trình. Đồng thời sinh viên sẽ mất phí công nhận chuyển đổi là 20% biểu phí môn học. Sau khi có quyết định công nhận, sinh viên có thể làm đơn xin hoàn tiền những môn đã được công nhận về tài khoản học phí.  Cách thức làm đề nghị công nhận như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đề nghị chuyển đổi tín chỉ => Đính kèm syllabus (đề cương môn học) của môn xin công nhận do Trường - nơi sinh viên đã học - cung cấp => Send.  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 tuần."
272,Những môn học nào không được bao gồm trong điểm trung bình?,"- GDQP, GDTC, OJT, các học phần Tiếng Anh chuẩn bị, các học phần được công nhận chuyển đổi."
273,Sinh viên thay đổi chuyên ngành hoặc tổ chức có phải thay đổi số ID sinh viên của họ không?,"Sinh viên chuyển ngành, chuyển cơ sở được giữ nguyên mã số sinh viên."
274,Thủ tục chuyển nhượng?," Chuyển ngành cùng khối ngành; chuyển chuyên ngành trong cùng ngành (trừ BIT_GD sang chuyên ngành khác trong BIT hoặc ngược lại); chuyển combo chuyên sâu: Sinh viên học lên kỳ bình thường, các môn chuyên ngành đã học thừa ở khung cũ mà khung mới không có, sinh viên cần đóng phí học thừa môn (áp dụng mức phí tại thời điểm chuyển).  - Chuyển ngành khác khối; chuyển chuyên ngành BIT_GD sang chuyên ngành khác trong BIT hoặc ngược lại: Sinh viên học từ kỳ 1 của khung mới. Các môn chuyên ngành đã học thừa ở khung cũ mà khung mới không có, sinh viên cần đóng phí học thừa môn (áp dụng mức phí tại thời điểm chuyển). Sinh viên được bảo lưu số kỳ học phí đã đóng ở ngành cũ. Sinh viên chuyển ngành khác khối không được duy trìi học bổng.  VD: Sinh viên học xong kỳ 3 ngành BIT_SE chuyển sang BBA_MC: Phải đóng phí thừa các môn chuyên ngành đã học ở BIT_SE mà ngành BBA_MC không có. Sinh viên được bảo lưu số kỳ học phí đã đóng ở ngành cũ, vì vậy đến kỳ 4 ngành BBA_MC sinh viên mới cần đóng tiếp học phí.  Lệ phí chuyển ngành: 2,300,000đ  Thời hạn làm thủ tục: Muộn nhất trước khi học kỳ mới bắt đầu 4 tuần  Cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đề nghị chuyển ngành => Send.  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận thông báo khoản phí thừa môn cần nộp và confirm về việc đồng ý chuyển ngành."
275,Thủ tục chuyển nhượng mặt bằng?,"- Sinh viên có thể xin chuyển sang học tại các cơ sở/phân hiệu khác của Đại học FPT nếu cơ sở đó đồng ý tiếp nhận. Khi được duyệt đề nghị chuyển cơ sở, sinh viên sẽ nộp học phí theo mức phí áp dụng tại cơ sở chuyển đến. Sinh viên được giữ nguyên tín dụng/học bổng (nếu có) khi chuyển cơ sở  Thời hạn làm thủ tục: Muộn nhất trước khi học kỳ mới bắt đầu 4 tuần  Cách thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đề nghị chuyển cơ sở => Send  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 1 tuần đến 10 ngày."
276,Thời hạn tối đa để hoàn thành các nghiên cứu Đại học là gì?,"Sinh viên có tối đa 6 năm kể từ thời điểm bắt đầu học kỳ 1 chuyên ngành để hoàn thành chương trình học Đại học. Nếu quá thời hạn trên, sinh viên sẽ bị cho thôi học."
277,Sinh viên có thể học hai chuyên ngành cùng một lúc không?,"Sinh viên được học song song 2 chuyên ngành. Thời hạn đăng ký: Muộn nhất trước khi học kỳ mới bắt đầu 3 tuần Cách thức đăng ký: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Các loại đơn khác => Trình bày nguyện vọng => Send  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 1 tuần đến 10 ngày."
278,Học sinh được chuyển từ võ thuật sang cờ vua ở đâu?,"Học phần Giáo dục thể chất bắt buộc của Đại học FPT là Vovinam, nếu sinh viên có các vấn đề về sức khỏe và có khuyến các của bác sĩ về việc hạn chế vận động thì có thể làm đơn để được Nhà trường xem xét chuyển sang học Cờ  Thời hạn để làm đơn: Muộn nhất trước khi học kỳ mới bắt đầu 1 tuần  Các thức như sau: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đề nghị chuyển từ học Võ sang học Cờ => Trình bày nguyện vọng và Đính kèm hồ sơ bệnh án của bệnh viện => Send  Sau khi gửi đơn, sinh viên sẽ theo dõi tại mục ""Xem đơn"" để nhận phản hồi của bộ phận xử lý trong vòng 2 ngày làm việc."
279,Đến lúc nhận bằng rồi à?,Sinh viên được nhận bằng Tốt nghiệp sau 30 ngày kể từ thời điểm có quyết định công nhận Tốt nghiệp. Sinh viên sẽ nhận bằng trực tiếp tại Trường (theo hướng dẫn trong thông báo nhận bằng).
280,Trường có cấp chứng chỉ tốt nghiệp tạm thời không?,"Trong thời gian đợi cấp bằng Tốt nghiệp, Nhà trường không cấp giấy xác nhận tốt nghiệp tạm thời mà chỉ cấp giấy xác nhận tình trạng đã hoàn thành chương trình học (cho những sinh viên có nhu cầu), thủ tục giống như đối với đề nghị Xác nhận sinh viên (trong phần mục đích nêu rõ xin xác nhận đã hoàn thành chương trình học)."
281,Wishlist là gì?,"Wishlist là danh sách chờ, khi sinh viên đăng ký học lại nhưng lớp đã full hoặc không mở lớp trong kỳ thì hệ thống sẽ gợi ý sinh viên có thể đăng ký vào danh sách chờ để được ưu tiên xếp lớp trong lần mở lớp tiếp theo. Đồng thời khi đăng ký vào wishlist sinh viên sẽ được áp dụng mức phí học lại theo quy định tài chính tại thời điểm đăng ký.  Sau khi đã đăng ký wishlish, nếu vì lý do cá nhân sinh viên muốn hủy đăng ký sẽ chỉ được hoàn 50% số tiền."
282,Làm thế nào để hủy bỏ danh sách mong muốn?,"Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Wishlist Course => Chọn: Hủy Wishlist  Lưu ý: Khi hủy wishlist, sinh viên sẽ được hoàn 50% số tiền về tài khoản FAP"
283,Học sinh có phải nộp đơn xin kiểm tra lại nếu họ thất bại lần đầu tiên không?,"Không, sinh viên thi trượt lần 1 sẽ được tự động xếp danh sách thi lần 2."
284,Làm thế nào để đăng ký thi nâng điểm?,- Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đăng ký thi cải thiện điểm  - Thời hạn đăng ký: Trước lịch thi lần 2 ít nhất nửa ngày  - Sinh viên bắt buộc phải lấy kết quả thi lần 2.
285,Hình phạt cho việc bị đình chỉ vì vi phạm các quy tắc là gì?,- Bị hủy kết quả bài thi  - Phải đăng ký học lại với mức học phí học lại bằng 2 lần so với mức học phí mà sinh viên không vi phạm quy chế phải nộp
286,Học sinh không dự thi lần đầu có thể được lên lịch thi lần thứ hai không?,"Có, sinh viên không thi lần 1 sẽ được tự động xếp lịch thi lần 2"
287,Học sinh nên làm gì khi có thắc mắc hoặc phàn nàn về điểm số của mình?,"Khi có thắc mắc, khiếu nại về điểm đánh giá (bao gồm cả điểm thành phần và điểm thi cuối kỳ) sinh viên cần làm đơn phúc tra để được xem xét."
288,Làm thế nào để làm cho một ứng dụng để kiểm tra lại?,"- Bước 1: Sinh viên cần có đủ số dư trong tài khoản FAP là 200,000đ (lệ phí phúc tra)  - Bước 2: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn: Đề nghị phúc tra"
289,Học sinh bỏ kỳ thi thứ 2 có được điểm thi thứ nhất không?,"- Sinh viên thi lần một fail, nếu không thi lần hai sẽ được ghi nhận điểm lần một  - Sinh viên đăng ký thi cải thiện, nếu bỏ thi sẽ bị ghi nhận kết quả điểm lần hai là 0 điểm"
290,Sinh viên không có thẻ sinh viên có thể vào phòng thi không?,Sinh viên bị mất thẻ sinh viên có thể sử dụng CMTND hoặc thẻ CCCD hoặc thẻ tạm để sử dụng khi vào phòng thi.
291,Làm thế nào để học sinh xem môn học vượt qua điều kiện của các môn học?,"Sinh viên có thể xem điều kiện pass môn, tỉ trọng điểm thành phần môn học và tất cả những vấn đề liên quan tới môn học tại Syllabus (đề cương môn học).  Cách thức: Đăng nhập: https://flm.fpt.edu.vn bằng email fpt => View syllabus => Nhập mã môn."
292,Cách sử dụng tài khoản Coursera?,"Nếu sinh viên được xếp lịch học môn Coursera trong kỳ thì sẽ được cấp tài khoản vào khoảng tuần thứ 2 của học kỳ. Nhà trường sẽ gửi thư mời tham gia khóa học Coursera thông qua email fpt của sinh viên. Sinh viên sẽ đăng nhập thông qua thư mời để enroll vào khóa học bắt buộc. Mỗi lần được cấp tài khoản, ngoài các khóa học bắt buộc, sinh viên có thể học không giới hạn tất cả các khóa học trên Coursera. Thời hạn đóng mở tài khoản và enroll vào các khóa học bắt buộc sẽ theo thông báo của phòng Đào tạo, tuy nhiên thông thường tài khoản chỉ được active đến khi kết thúc học kỳ."
293,Một sinh viên có thể tham gia nhiều khóa học cùng một lúc với bao nhiêu tài khoản?,"Sinh viên sử dụng 1 tài khoản duy nhất để học nhiều môn Coursera theo hình thức sinh viên chủ động đăng ký hoặc tự học. Sau khi join vào khóa học thông qua thư mời, sinh viên sẽ enroll vào các khóa học bắt buộc của những môn đã đăng ký.  Lưu ý: Nếu sinh viên sử dụng tài khoản Coursera để học lại hoặc học trước các môn học coursera khác thì các môn này sẽ không được tính điểm bonus."
294,Sinh viên làm gì khi họ thất bại Coursera?,"- Nếu sinh viên trượt môn do chưa hoàn thành các chứng chỉ bắt buộc: có thể đăng ký học lại như các môn học thông thường khác. Hoặc trong trường hợp học kỳ tiếp theo sinh viên tiếp tục được cấp tài khoản Coursera thì có thể sử dụng để tiếp tục hoàn thành các chứng chỉ còn thiếu, sau khi hoàn thành các chứng chỉ xong có thể nộp lại chứng chỉ và đăng ký thi lại thẩm định.  - Nếu sinh viên trượt môn do thi trượt kỳ thi thẩm định: Không cần đăng ký học lại mà chỉ cần đăng ký thi lại thẩm định. Lệ phí thi lại thẩm định: theo quy định tài chính (1,150,000đ). Tuy nhiên khi đăng ký thi lại thẩm định thi sẽ không được tính điểm bonus."
295,Làm cách nào để đăng ký đánh giá Coursera?,"Áp dụng cho các trường hợp đã có chứng chỉ nhưng chưa pass kỳ thi thẩm định:  - Bước 1: Cần có đủ số dư trong tài khoản FAP tương đương với lệ phí thi thẩm định (1,150,000đ)  - Bước 2: Đăng nhập fap.fpt.edu.vn => Thủ tục/Đơn từ => Gửi đơn => Chọn loại đơn => Đăng ký thi thẩm định các môn online. Mỗi lần đăng ký thi thẩm định, sinh viên có tối đa 2 lần thi."
296,Sinh viên có thể sử dụng tài khoản Coursera để học các môn chưa được thông qua vì họ chưa có được chứng chỉ không?,"Được. Sinh viên có thể sử dụng tài khoản Coursera được cấp để học các môn chưa lấy được chứng chỉ, sau khi đã hoàn thành hết các chứng chỉ, sinh viên sẽ làm thủ tục đăng ký thi thẩm định để được xếp lịch thi."
297,Điều gì xảy ra khi bạn bị đánh dấu đạo văn?,"Sinh viên bị gắn cờ đạo văn sẽ bị hủy kết quả và khóa khóa học vĩnh viễn trên tài khoản của mình. Trong trường hợp nếu cảm thấy kết luận không thỏa đáng, sinh viên có thể liên hệ với bộ phận hỗ trợ của Coursera để gửi bằng chứng về việc mình làm bài hoàn toàn trung thực. Hoặc nếu là lần đầu mắc lỗi có thể xin Coursera cho thêm 1 cơ hội để được re-submit bài làm của mình và đợi kết luận cuối cùng từ phía Coursera. Trong trường hợp kết luận không thay đổi sinh viên có 2 cách xử lý:  - Cách 1: tự mua tài khoản Coursera để học lại ngay môn này và kịp thi thẩm định vào cuối học kỳ.  - Cách 2: Đăng ký học lại vào kỳ tiếp theo. Khi đăng ký học lại môn Cousera bị đạo văn thì sinh viên cần phải khai báo 1 tài khoản email cá nhân khác (Email này không được liên kết với email fpt hoặc tài khoản Couresra cũ) để Nhà trường cấp tài khoản mới thì mới có thể sử dụng để học lại môn này."
298,Tài khoản Coursera hết hạn mặc dù Coursera được lên lịch cho học kỳ?,"Sinh viên cần logout khỏi tài khoản Coursera hiện tại, sau đó truy cập vào hòm mail fpt và tìm đến email thư mời tham gia khóa học được gửi đến trong học kỳ => Join vào khóa học thông qua thư mời này để kích hoạt tài khoản trong học kỳ mới."
299,Phải làm gì khi gặp sự cố liên quan đến lỗi hệ thống Coursera?,"Trong quá trình học Coursera, nếu gặp phải các lỗi như: khóa học bị khóa bất thường, không được cấp chứng chỉ sau khi đã hoàn thành...Sinh viên vui lòng liên hệ trực tiếp với bộ phận Help Center của Coursera để được hỗ trợ: https://learner.coursera.help/hc/en-us"
300,Khi nào sinh viên được phép sử dụng email fpt?," Email fpt sẽ được active trong suốt quá trình sinh viên học tập tại Đại học FPT, và sẽ bị cắt sau khi sinh viên Tốt nghiệp 4 tháng."
301,Làm thế nào để thiết lập lại mật khẩu wifi?,Sinh viên có thể tự reset mật khẩu wifi qua link: https://chgpwd.fpt.edu.vn
302,"Tiêu chí khen thưởng cuối học kỳ đối với các phần thưởng liên quan đến học tập (học sinh giỏi, học sinh xuất sắc, cóc vàng)?","- Sinh viên có kết quả đạt ở lần học đầu tiên tất cả các học phần của học kỳ tương ứng theo khung chương trình. Điểm tổng kết trung bình chung của kỳ đạt từ 8,0 trở lên. - Không xét với các sinh viên trong giai đoạn Tiếng Anh dự bị và OJT  *Đối với hạng mục Cóc vàng: sinh viên cần có điểm phong trào đạt từ 80 trở lên."
303,Các đối tượng trong Block 5 có được đưa vào điểm đánh giá khen thưởng không?,"Được, nếu đó là môn học đi theo đúng khung chương trình học được phân bổ trong kỳ. Nếu là môn học vượt kỳ thì sẽ được tính vào điểm xét tôn vinh cho kỳ tiếp theo."
304,Các môn học được cải thiện có được tính vào điểm khen thưởng không?,Không
305,Các môn học của học kỳ hiện tại nhưng đã được lên lịch trong học kỳ trước (do làm thêm giờ của học kỳ trước hoặc do nhà trường tự sắp xếp lớp) có được tính vào điểm xét thưởng không?,Có
